uf,Ano,Frase,Contagem,Porcentagem
DF,2020,Pessoa Localizada,16,1.38
DF,2020,Morte de Agente do Estado,14,1.21
DF,2020,Atendimento pré-hospitalar,14,1.21
DF,2020,Busca e salvamento,14,1.21
DF,2020,Estupro de vulnerável,13,1.12
DF,2020,Arma de Fogo Apreendida,12,1.04
DF,2020,Apreensão de Cocaína,11,0.95
DF,2020,Combate a incêndios,11,0.95
DF,2020,Emissão de Alvarás de licença,11,0.95
DF,2020,Apreensão de Maconha,8,0.69
DF,2020,Mandado de prisão cumprido,6,0.52
DF,2020,Pessoa Desaparecida,3,0.26
DF,2021,Homicídio doloso,118,10.82
DF,2021,Roubo seguido de morte (latrocínio),97,8.89
DF,2021,Tentativa de feminicídio,91,8.34
DF,2021,Lesão corporal seguida de morte,78,7.15
DF,2021,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),78,7.15
DF,2021,Feminicídio,77,7.06
DF,2021,Tentativa de homicídio,68,6.23
DF,2021,Suicídio de Agente do Estado,59,5.41
DF,2021,Morte por intervenção de Agente do Estado,56,5.13
DF,2021,Suicídio,55,5.04
DF,2021,Mortes a esclarecer (sem indício de crime),37,3.39
DF,2021,Roubo de carga,29,2.66
DF,2021,Roubo a instituição financeira,24,2.2
DF,2021,Estupro de vulnerável,19,1.74
DF,2021,Roubo de veículo,18,1.65
DF,2021,Arma de Fogo Apreendida,17,1.56
DF,2021,Pessoa Localizada,17,1.56
DF,2021,Furto de veículo,17,1.56
DF,2021,Realização de vistorias,17,1.56
DF,2021,Tráfico de drogas,15,1.37
DF,2021,Apreensão de Maconha,13,1.19
DF,2021,Combate a incêndios,13,1.19
DF,2021,Emissão de Alvarás de licença,13,1.19
DF,2021,Estupro,13,1.19
DF,2021,Morte de Agente do Estado,12,1.1
DF,2021,Apreensão de Cocaína,11,1.01
DF,2021,Atendimento pré-hospitalar,11,1.01
DF,2021,Busca e salvamento,11,1.01
DF,2021,Mandado de prisão cumprido,5,0.46
DF,2021,Pessoa Desaparecida,2,0.18
DF,2022,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),102,9.38
DF,2022,Lesão corporal seguida de morte,100,9.2
DF,2022,Roubo seguido de morte (latrocínio),77,7.08
DF,2022,Homicídio doloso,74,6.81
DF,2022,Suicídio de Agente do Estado,69,6.35
DF,2022,Morte por intervenção de Agente do Estado,69,6.35
DF,2022,Feminicídio,68,6.26
DF,2022,Suicídio,68,6.26
DF,2022,Tentativa de feminicídio,68,6.26
DF,2022,Tentativa de homicídio,66,6.07
DF,2022,Mortes a esclarecer (sem indício de crime),47,4.32
DF,2022,Furto de veículo,26,2.39
DF,2022,Roubo de veículo,21,1.93
DF,2022,Roubo de carga,20,1.84
DF,2022,Arma de Fogo Apreendida,19,1.75
DF,2022,Atendimento pré-hospitalar,19,1.75
DF,2022,Roubo a instituição financeira,19,1.75
DF,2022,Morte de Agente do Estado,16,1.47
DF,2022,Combate a incêndios,16,1.47
DF,2022,Estupro,16,1.47
DF,2022,Estupro de vulnerável,15,1.38
DF,2022,Pessoa Localizada,14,1.29
DF,2022,Realização de vistorias,14,1.29
DF,2022,Busca e salvamento,13,1.2
DF,2022,Tráfico de drogas,13,1.2
DF,2022,Emissão de Alvarás de licença,12,1.1
DF,2022,Apreensão de Maconha,11,1.01
DF,2022,Apreensão de Cocaína,9,0.83
DF,2022,Mandado de prisão cumprido,4,0.37
DF,2022,Pessoa Desaparecida,2,0.18
DF,2023,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),122,10.92
DF,2023,Feminicídio,115,10.3
DF,2023,Homicídio doloso,104,9.31
DF,2023,Tentativa de feminicídio,97,8.68
DF,2023,Lesão corporal seguida de morte,81,7.25
DF,2023,Roubo seguido de morte (latrocínio),63,5.64
DF,2023,Suicídio,62,5.55
DF,2023,Mortes a esclarecer (sem indício de crime),57,5.1
DF,2023,Morte por intervenção de Agente do Estado,48,4.3
DF,2023,Tentativa de homicídio,45,4.03
DF,2023,Suicídio de Agente do Estado,44,3.94
DF,2023,Roubo a instituição financeira,21,1.88
DF,2023,Roubo de carga,21,1.88
DF,2023,Furto de veículo,20,1.79
DF,2023,Roubo de veículo,20,1.79
DF,2023,Pessoa Localizada,18,1.61
DF,2023,Estupro de vulnerável,18,1.61
DF,2023,Realização de vistorias,18,1.61
DF,2023,Busca e salvamento,16,1.43
DF,2023,Arma de Fogo Apreendida,15,1.34
DF,2023,Morte de Agente do Estado,15,1.34
DF,2023,Combate a incêndios,15,1.34
DF,2023,Estupro,15,1.34
DF,2023,Atendimento pré-hospitalar,14,1.25
DF,2023,Tráfico de drogas,13,1.16
DF,2023,Apreensão de Cocaína,11,0.98
DF,2023,Emissão de Alvarás de licença,11,0.98
DF,2023,Apreensão de Maconha,10,0.9
DF,2023,Mandado de prisão cumprido,4,0.36
DF,2023,Pessoa Desaparecida,4,0.36
DF,2024,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),123,10.38
DF,2024,Tentativa de feminicídio,123,10.38
DF,2024,Feminicídio,110,9.28
DF,2024,Homicídio doloso,101,8.52
DF,2024,Roubo seguido de morte (latrocínio),72,6.08
DF,2024,Tentativa de homicídio,70,5.91
DF,2024,Lesão corporal seguida de morte,66,5.57
DF,2024,Mortes a esclarecer (sem indício de crime),61,5.15
DF,2024,Morte por intervenção de Agente do Estado,57,4.81
DF,2024,Suicídio de Agente do Estado,54,4.56
DF,2024,Suicídio,53,4.47
DF,2024,Roubo de veículo,29,2.45
DF,2024,Roubo de carga,27,2.28
DF,2024,Roubo a instituição financeira,26,2.19
DF,2024,Furto de veículo,20,1.69
DF,2024,Estupro,19,1.6
DF,2024,Busca e salvamento,18,1.52
DF,2024,Realização de vistorias,18,1.52
DF,2024,Emissão de Alvarás de licença,17,1.43
DF,2024,Atendimento pré-hospitalar,16,1.35
DF,2024,Pessoa Localizada,15,1.27
DF,2024,Combate a incêndios,14,1.18
DF,2024,Tráfico de drogas,14,1.18
DF,2024,Estupro de vulnerável,12,1.01
DF,2024,Arma de Fogo Apreendida,11,0.93
DF,2024,Morte de Agente do Estado,11,0.93
DF,2024,Apreensão de Cocaína,10,0.84
DF,2024,Apreensão de Maconha,8,0.68
DF,2024,Mandado de prisão cumprido,6,0.51
DF,2024,Pessoa Desaparecida,4,0.34
ES,2015,Tentativa de feminicídio,119,38.89
ES,2015,Morte por intervenção de Agente do Estado,81,26.47
ES,2015,Emissão de Alvarás de licença,18,5.88
ES,2015,Estupro de vulnerável,18,5.88
ES,2015,Combate a incêndios,17,5.56
ES,2015,Atendimento pré-hospitalar,15,4.9
ES,2015,Estupro,13,4.25
ES,2015,Realização de vistorias,13,4.25
ES,2015,Busca e salvamento,12,3.92
ES,2016,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),124,11.0
ES,2016,Feminicídio,123,10.91
ES,2016,Tentativa de feminicídio,102,9.05
ES,2016,Homicídio doloso,78,6.92
ES,2016,Roubo seguido de morte (latrocínio),67,5.94
ES,2016,Lesão corporal seguida de morte,66,5.86
ES,2016,Morte por intervenção de Agente do Estado,66,5.86
ES,2016,Mortes a esclarecer (sem indício de crime),55,4.88
ES,2016,Suicídio de Agente do Estado,55,4.88
ES,2016,Suicídio,53,4.7
ES,2016,Tentativa de homicídio,45,3.99
ES,2016,Roubo a instituição financeira,31,2.75
ES,2016,Roubo de veículo,28,2.48
ES,2016,Furto de veículo,21,1.86
ES,2016,Roubo de carga,19,1.69
ES,2016,Arma de Fogo Apreendida,18,1.6
ES,2016,Morte de Agente do Estado,18,1.6
ES,2016,Combate a incêndios,18,1.6
ES,2016,Realização de vistorias,17,1.51
ES,2016,Atendimento pré-hospitalar,16,1.42
ES,2016,Pessoa Localizada,14,1.24
ES,2016,Emissão de Alvarás de licença,14,1.24
ES,2016,Apreensão de Cocaína,13,1.15
ES,2016,Busca e salvamento,12,1.06
ES,2016,Estupro,12,1.06
ES,2016,Tráfico de drogas,12,1.06
ES,2016,Apreensão de Maconha,11,0.98
ES,2016,Estupro de vulnerável,11,0.98
ES,2016,Mandado de prisão cumprido,4,0.35
ES,2016,Pessoa Desaparecida,4,0.35
ES,2017,Homicídio doloso,119,10.16
ES,2017,Feminicídio,115,9.82
ES,2017,Roubo seguido de morte (latrocínio),101,8.63
ES,2017,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),89,7.6
ES,2017,Tentativa de feminicídio,87,7.43
ES,2017,Lesão corporal seguida de morte,82,7.0
ES,2017,Morte por intervenção de Agente do Estado,78,6.66
ES,2017,Tentativa de homicídio,60,5.12
ES,2017,Suicídio,54,4.61
ES,2017,Mortes a esclarecer (sem indício de crime),49,4.18
ES,2017,Suicídio de Agente do Estado,44,3.76
ES,2017,Roubo a instituição financeira,32,2.73
ES,2017,Roubo de carga,27,2.31
ES,2017,Roubo de veículo,19,1.62
ES,2017,Arma de Fogo Apreendida,18,1.54
ES,2017,Pessoa Localizada,18,1.54
ES,2017,Furto de veículo,18,1.54
ES,2017,Emissão de Alvarás de licença,17,1.45
ES,2017,Tráfico de drogas,17,1.45
ES,2017,Estupro,16,1.37
ES,2017,Estupro de vulnerável,16,1.37
ES,2017,Combate a incêndios,15,1.28
ES,2017,Realização de vistorias,15,1.28
ES,2017,Morte de Agente do Estado,14,1.2
ES,2017,Busca e salvamento,14,1.2
ES,2017,Atendimento pré-hospitalar,12,1.02
ES,2017,Apreensão de Cocaína,8,0.68
ES,2017,Apreensão de Maconha,8,0.68
ES,2017,Mandado de prisão cumprido,6,0.51
ES,2017,Pessoa Desaparecida,3,0.26
ES,2018,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),121,10.53
ES,2018,Homicídio doloso,111,9.66
ES,2018,Tentativa de feminicídio,103,8.96
ES,2018,Roubo seguido de morte (latrocínio),102,8.88
ES,2018,Feminicídio,85,7.4
ES,2018,Tentativa de homicídio,67,5.83
ES,2018,Morte por intervenção de Agente do Estado,67,5.83
ES,2018,Lesão corporal seguida de morte,59,5.13
ES,2018,Suicídio,48,4.18
ES,2018,Suicídio de Agente do Estado,46,4.0
ES,2018,Mortes a esclarecer (sem indício de crime),42,3.66
ES,2018,Roubo de veículo,30,2.61
ES,2018,Roubo a instituição financeira,24,2.09
ES,2018,Roubo de carga,24,2.09
ES,2018,Furto de veículo,22,1.91
ES,2018,Estupro de vulnerável,19,1.65
ES,2018,Atendimento pré-hospitalar,18,1.57
ES,2018,Combate a incêndios,18,1.57
ES,2018,Busca e salvamento,17,1.48
ES,2018,Emissão de Alvarás de licença,16,1.39
ES,2018,Arma de Fogo Apreendida,15,1.31
ES,2018,Tráfico de drogas,15,1.31
ES,2018,Morte de Agente do Estado,13,1.13
ES,2018,Pessoa Localizada,13,1.13
ES,2018,Apreensão de Maconha,13,1.13
ES,2018,Estupro,13,1.13
ES,2018,Apreensão de Cocaína,11,0.96
ES,2018,Realização de vistorias,11,0.96
ES,2018,Mandado de prisão cumprido,4,0.35
ES,2018,Pessoa Desaparecida,2,0.17
ES,2019,Homicídio doloso,129,11.35
ES,2019,Tentativa de feminicídio,115,10.11
ES,2019,Roubo seguido de morte (latrocínio),106,9.32
ES,2019,Feminicídio,88,7.74
ES,2019,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),73,6.42
ES,2019,Suicídio de Agente do Estado,65,5.72
ES,2019,Lesão corporal seguida de morte,61,5.36
ES,2019,Mortes a esclarecer (sem indício de crime),57,5.01
ES,2019,Morte por intervenção de Agente do Estado,55,4.84
ES,2019,Tentativa de homicídio,53,4.66
ES,2019,Suicídio,48,4.22
ES,2019,Roubo de veículo,26,2.29
ES,2019,Roubo a instituição financeira,25,2.2
ES,2019,Roubo de carga,22,1.93
ES,2019,Arma de Fogo Apreendida,19,1.67
ES,2019,Pessoa Localizada,19,1.67
ES,2019,Atendimento pré-hospitalar,18,1.58
ES,2019,Combate a incêndios,18,1.58
ES,2019,Morte de Agente do Estado,17,1.5
ES,2019,Estupro,17,1.5
ES,2019,Estupro de vulnerável,15,1.32
ES,2019,Furto de veículo,15,1.32
ES,2019,Busca e salvamento,13,1.14
ES,2019,Tráfico de drogas,13,1.14
ES,2019,Emissão de Alvarás de licença,12,1.06
ES,2019,Apreensão de Cocaína,11,0.97
ES,2019,Realização de vistorias,11,0.97
ES,2019,Apreensão de Maconha,9,0.79
ES,2019,Mandado de prisão cumprido,5,0.44
ES,2019,Pessoa Desaparecida,2,0.18
ES,2020,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),121,10.74
ES,2020,Homicídio doloso,115,10.2
ES,2020,Roubo seguido de morte (latrocínio),90,7.99
ES,2020,Feminicídio,84,7.45
ES,2020,Morte por intervenção de Agente do Estado,78,6.92
ES,2020,Tentativa de feminicídio,77,6.83
ES,2020,Suicídio,68,6.03
ES,2020,Lesão corporal seguida de morte,58,5.15
ES,2020,Mortes a esclarecer (sem indício de crime),55,4.88
ES,2020,Tentativa de homicídio,45,3.99
ES,2020,Suicídio de Agente do Estado,40,3.55
ES,2020,Roubo a instituição financeira,26,2.31
ES,2020,Roubo de carga,25,2.22
ES,2020,Roubo de veículo,24,2.13
ES,2020,Furto de veículo,22,1.95
ES,2020,Pessoa Localizada,19,1.69
ES,2020,Estupro de vulnerável,19,1.69
ES,2020,Morte de Agente do Estado,18,1.6
ES,2020,Busca e salvamento,18,1.6
ES,2020,Realização de vistorias,18,1.6
ES,2020,Combate a incêndios,16,1.42
ES,2020,Arma de Fogo Apreendida,13,1.15
ES,2020,Tráfico de drogas,13,1.15
ES,2020,Apreensão de Cocaína,12,1.06
ES,2020,Emissão de Alvarás de licença,12,1.06
ES,2020,Atendimento pré-hospitalar,11,0.98
ES,2020,Estupro,11,0.98
ES,2020,Apreensão de Maconha,10,0.89
ES,2020,Mandado de prisão cumprido,6,0.53
ES,2020,Pessoa Desaparecida,3,0.27
ES,2021,Homicídio doloso,116,10.25
ES,2021,Tentativa de feminicídio,107,9.45
ES,2021,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),97,8.57
ES,2021,Roubo seguido de morte (latrocínio),92,8.13
ES,2021,Feminicídio,91,8.04
ES,2021,Lesão corporal seguida de morte,85,7.51
ES,2021,Suicídio,58,5.12
ES,2021,Mortes a esclarecer (sem indício de crime),53,4.68
ES,2021,Tentativa de homicídio,51,4.51
ES,2021,Suicídio de Agente do Estado,51,4.51
ES,2021,Morte por intervenção de Agente do Estado,47,4.15
ES,2021,Roubo de carga,32,2.83
ES,2021,Roubo a instituição financeira,22,1.94
ES,2021,Roubo de veículo,22,1.94
ES,2021,Furto de veículo,20,1.77
ES,2021,Atendimento pré-hospitalar,17,1.5
ES,2021,Pessoa Localizada,16,1.41
ES,2021,Combate a incêndios,16,1.41
ES,2021,Arma de Fogo Apreendida,15,1.33
ES,2021,Busca e salvamento,15,1.33
ES,2021,Tráfico de drogas,15,1.33
ES,2021,Estupro de vulnerável,14,1.24
ES,2021,Apreensão de Cocaína,13,1.15
ES,2021,Estupro,13,1.15
ES,2021,Realização de vistorias,12,1.06
ES,2021,Morte de Agente do Estado,11,0.97
ES,2021,Apreensão de Maconha,11,0.97
ES,2021,Emissão de Alvarás de licença,11,0.97
ES,2021,Mandado de prisão cumprido,6,0.53
ES,2021,Pessoa Desaparecida,3,0.27
ES,2022,Homicídio doloso,107,10.51
ES,2022,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),101,9.92
ES,2022,Feminicídio,78,7.66
ES,2022,Morte por intervenção de Agente do Estado,73,7.17
ES,2022,Lesão corporal seguida de morte,69,6.78
ES,2022,Tentativa de feminicídio,69,6.78
ES,2022,Roubo seguido de morte (latrocínio),60,5.89
ES,2022,Suicídio de Agente do Estado,57,5.6
ES,2022,Suicídio,46,4.52
ES,2022,Tentativa de homicídio,46,4.52
ES,2022,Mortes a esclarecer (sem indício de crime),35,3.44
ES,2022,Roubo de veículo,23,2.26
ES,2022,Roubo de carga,22,2.16
ES,2022,Furto de veículo,20,1.96
ES,2022,Realização de vistorias,19,1.87
ES,2022,Roubo a instituição financeira,19,1.87
ES,2022,Morte de Agente do Estado,18,1.77
ES,2022,Estupro de vulnerável,18,1.77
ES,2022,Busca e salvamento,16,1.57
ES,2022,Estupro,15,1.47
ES,2022,Arma de Fogo Apreendida,14,1.38
ES,2022,Emissão de Alvarás de licença,14,1.38
ES,2022,Tráfico de drogas,14,1.38
ES,2022,Pessoa Localizada,13,1.28
ES,2022,Apreensão de Cocaína,13,1.28
ES,2022,Combate a incêndios,12,1.18
ES,2022,Atendimento pré-hospitalar,11,1.08
ES,2022,Apreensão de Maconha,9,0.88
ES,2022,Mandado de prisão cumprido,4,0.39
ES,2022,Pessoa Desaparecida,3,0.29
ES,2023,Homicídio doloso,124,10.92
ES,2023,Roubo seguido de morte (latrocínio),108,9.51
ES,2023,Feminicídio,90,7.92
ES,2023,Lesão corporal seguida de morte,90,7.92
ES,2023,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),89,7.83
ES,2023,Tentativa de feminicídio,67,5.9
ES,2023,Suicídio,66,5.81
ES,2023,Tentativa de homicídio,65,5.72
ES,2023,Mortes a esclarecer (sem indício de crime),60,5.28
ES,2023,Morte por intervenção de Agente do Estado,59,5.19
ES,2023,Suicídio de Agente do Estado,40,3.52
ES,2023,Roubo a instituição financeira,28,2.46
ES,2023,Roubo de carga,28,2.46
ES,2023,Roubo de veículo,23,2.02
ES,2023,Realização de vistorias,19,1.67
ES,2023,Pessoa Localizada,17,1.5
ES,2023,Estupro,17,1.5
ES,2023,Tráfico de drogas,16,1.41
ES,2023,Atendimento pré-hospitalar,15,1.32
ES,2023,Furto de veículo,15,1.32
ES,2023,Busca e salvamento,14,1.23
ES,2023,Emissão de Alvarás de licença,14,1.23
ES,2023,Morte de Agente do Estado,13,1.14
ES,2023,Combate a incêndios,12,1.06
ES,2023,Arma de Fogo Apreendida,11,0.97
ES,2023,Estupro de vulnerável,11,0.97
ES,2023,Apreensão de Maconha,9,0.79
ES,2023,Apreensão de Cocaína,8,0.7
ES,2023,Mandado de prisão cumprido,5,0.44
ES,2023,Pessoa Desaparecida,3,0.26
ES,2024,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),122,10.93
ES,2024,Homicídio doloso,108,9.68
ES,2024,Lesão corporal seguida de morte,100,8.96
ES,2024,Tentativa de feminicídio,70,6.27
ES,2024,Suicídio,68,6.09
ES,2024,Feminicídio,67,6.0
ES,2024,Roubo seguido de morte (latrocínio),66,5.91
ES,2024,Morte por intervenção de Agente do Estado,62,5.56
ES,2024,Tentativa de homicídio,61,5.47
ES,2024,Mortes a esclarecer (sem indício de crime),57,5.11
ES,2024,Suicídio de Agente do Estado,52,4.66
ES,2024,Roubo de veículo,29,2.6
ES,2024,Furto de veículo,22,1.97
ES,2024,Roubo a instituição financeira,22,1.97
ES,2024,Roubo de carga,22,1.97
ES,2024,Estupro de vulnerável,18,1.61
ES,2024,Emissão de Alvarás de licença,17,1.52
ES,2024,Realização de vistorias,17,1.52
ES,2024,Busca e salvamento,16,1.43
ES,2024,Estupro,16,1.43
ES,2024,Pessoa Localizada,15,1.34
ES,2024,Tráfico de drogas,15,1.34
ES,2024,Combate a incêndios,14,1.25
ES,2024,Arma de Fogo Apreendida,12,1.08
ES,2024,Atendimento pré-hospitalar,12,1.08
ES,2024,Morte de Agente do Estado,11,0.99
ES,2024,Apreensão de Cocaína,10,0.9
ES,2024,Apreensão de Maconha,7,0.63
ES,2024,Mandado de prisão cumprido,5,0.45
ES,2024,Pessoa Desaparecida,3,0.27
GO,2015,Homicídio doloso,119,10.28
GO,2015,Feminicídio,112,9.67
GO,2015,Tentativa de feminicídio,101,8.72
GO,2015,Lesão corporal seguida de morte,97,8.38
GO,2015,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),96,8.29
GO,2015,Roubo seguido de morte (latrocínio),89,7.69
GO,2015,Tentativa de homicídio,67,5.79
GO,2015,Morte por intervenção de Agente do Estado,58,5.01
GO,2015,Suicídio,51,4.4
GO,2015,Mortes a esclarecer (sem indício de crime),45,3.89
GO,2015,Suicídio de Agente do Estado,44,3.8
GO,2015,Roubo a instituição financeira,27,2.33
GO,2015,Roubo de carga,23,1.99
GO,2015,Roubo de veículo,21,1.81
GO,2015,Furto de veículo,19,1.64
GO,2015,Tráfico de drogas,19,1.64
GO,2015,Arma de Fogo Apreendida,17,1.47
GO,2015,Realização de vistorias,17,1.47
GO,2015,Combate a incêndios,16,1.38
GO,2015,Emissão de Alvarás de licença,16,1.38
GO,2015,Morte de Agente do Estado,14,1.21
GO,2015,Estupro,14,1.21
GO,2015,Pessoa Localizada,12,1.04
GO,2015,Apreensão de Cocaína,12,1.04
GO,2015,Atendimento pré-hospitalar,12,1.04
GO,2015,Busca e salvamento,11,0.95
GO,2015,Estupro de vulnerável,11,0.95
GO,2015,Apreensão de Maconha,9,0.78
GO,2015,Mandado de prisão cumprido,6,0.52
GO,2015,Pessoa Desaparecida,3,0.26
GO,2016,Homicídio doloso,111,10.56
GO,2016,Roubo seguido de morte (latrocínio),109,10.37
GO,2016,Feminicídio,92,8.75
GO,2016,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),72,6.85
GO,2016,Tentativa de feminicídio,69,6.57
GO,2016,Lesão corporal seguida de morte,63,5.99
GO,2016,Morte por intervenção de Agente do Estado,57,5.42
GO,2016,Suicídio,51,4.85
GO,2016,Mortes a esclarecer (sem indício de crime),50,4.76
GO,2016,Tentativa de homicídio,43,4.09
GO,2016,Suicídio de Agente do Estado,39,3.71
GO,2016,Furto de veículo,26,2.47
GO,2016,Roubo a instituição financeira,23,2.19
GO,2016,Roubo de carga,23,2.19
GO,2016,Roubo de veículo,23,2.19
GO,2016,Busca e salvamento,19,1.81
GO,2016,Realização de vistorias,19,1.81
GO,2016,Emissão de Alvarás de licença,18,1.71
GO,2016,Estupro de vulnerável,18,1.71
GO,2016,Estupro,16,1.52
GO,2016,Pessoa Localizada,15,1.43
GO,2016,Tráfico de drogas,15,1.43
GO,2016,Arma de Fogo Apreendida,14,1.33
GO,2016,Combate a incêndios,13,1.24
GO,2016,Morte de Agente do Estado,12,1.14
GO,2016,Apreensão de Maconha,12,1.14
GO,2016,Atendimento pré-hospitalar,12,1.14
GO,2016,Apreensão de Cocaína,9,0.86
GO,2016,Mandado de prisão cumprido,5,0.48
GO,2016,Pessoa Desaparecida,3,0.29
GO,2017,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),120,11.03
GO,2017,Homicídio doloso,103,9.47
GO,2017,Lesão corporal seguida de morte,82,7.54
GO,2017,Tentativa de feminicídio,78,7.17
GO,2017,Feminicídio,75,6.89
GO,2017,Roubo seguido de morte (latrocínio),75,6.89
GO,2017,Suicídio de Agente do Estado,70,6.43
GO,2017,Morte por intervenção de Agente do Estado,68,6.25
GO,2017,Mortes a esclarecer (sem indício de crime),48,4.41
GO,2017,Suicídio,47,4.32
GO,2017,Tentativa de homicídio,44,4.04
GO,2017,Roubo de carga,23,2.11
GO,2017,Furto de veículo,21,1.93
GO,2017,Roubo a instituição financeira,21,1.93
GO,2017,Estupro,19,1.75
GO,2017,Estupro de vulnerável,18,1.65
GO,2017,Roubo de veículo,18,1.65
GO,2017,Busca e salvamento,16,1.47
GO,2017,Realização de vistorias,16,1.47
GO,2017,Combate a incêndios,15,1.38
GO,2017,Tráfico de drogas,15,1.38
GO,2017,Arma de Fogo Apreendida,14,1.29
GO,2017,Pessoa Localizada,14,1.29
GO,2017,Atendimento pré-hospitalar,14,1.29
GO,2017,Emissão de Alvarás de licença,14,1.29
GO,2017,Morte de Agente do Estado,13,1.19
GO,2017,Apreensão de Cocaína,10,0.92
GO,2017,Apreensão de Maconha,8,0.74
GO,2017,Mandado de prisão cumprido,6,0.55
GO,2017,Pessoa Desaparecida,3,0.28
GO,2018,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),113,9.56
GO,2018,Tentativa de feminicídio,112,9.48
GO,2018,Roubo seguido de morte (latrocínio),104,8.8
GO,2018,Lesão corporal seguida de morte,102,8.63
GO,2018,Feminicídio,97,8.21
GO,2018,Homicídio doloso,84,7.11
GO,2018,Suicídio de Agente do Estado,67,5.67
GO,2018,Morte por intervenção de Agente do Estado,61,5.16
GO,2018,Mortes a esclarecer (sem indício de crime),51,4.31
GO,2018,Tentativa de homicídio,46,3.89
GO,2018,Suicídio,43,3.64
GO,2018,Roubo de veículo,30,2.54
GO,2018,Roubo de carga,26,2.2
GO,2018,Roubo a instituição financeira,25,2.12
GO,2018,Furto de veículo,23,1.95
GO,2018,Tráfico de drogas,19,1.61
GO,2018,Arma de Fogo Apreendida,18,1.52
GO,2018,Busca e salvamento,18,1.52
GO,2018,Combate a incêndios,16,1.35
GO,2018,Atendimento pré-hospitalar,15,1.27
GO,2018,Realização de vistorias,15,1.27
GO,2018,Emissão de Alvarás de licença,14,1.18
GO,2018,Morte de Agente do Estado,13,1.1
GO,2018,Apreensão de Maconha,13,1.1
GO,2018,Estupro,13,1.1
GO,2018,Pessoa Localizada,12,1.02
GO,2018,Estupro de vulnerável,12,1.02
GO,2018,Apreensão de Cocaína,10,0.85
GO,2018,Mandado de prisão cumprido,6,0.51
GO,2018,Pessoa Desaparecida,4,0.34
GO,2019,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),127,10.74
GO,2019,Homicídio doloso,120,10.15
GO,2019,Lesão corporal seguida de morte,93,7.87
GO,2019,Tentativa de feminicídio,92,7.78
GO,2019,Feminicídio,90,7.61
GO,2019,Tentativa de homicídio,72,6.09
GO,2019,Suicídio de Agente do Estado,68,5.75
GO,2019,Suicídio,67,5.67
GO,2019,Roubo seguido de morte (latrocínio),65,5.5
GO,2019,Morte por intervenção de Agente do Estado,59,4.99
GO,2019,Mortes a esclarecer (sem indício de crime),41,3.47
GO,2019,Roubo de veículo,32,2.71
GO,2019,Roubo a instituição financeira,22,1.86
GO,2019,Roubo de carga,21,1.78
GO,2019,Arma de Fogo Apreendida,19,1.61
GO,2019,Furto de veículo,18,1.52
GO,2019,Realização de vistorias,18,1.52
GO,2019,Combate a incêndios,17,1.44
GO,2019,Emissão de Alvarás de licença,17,1.44
GO,2019,Estupro,17,1.44
GO,2019,Pessoa Localizada,15,1.27
GO,2019,Busca e salvamento,15,1.27
GO,2019,Apreensão de Maconha,13,1.1
GO,2019,Estupro de vulnerável,12,1.02
GO,2019,Morte de Agente do Estado,11,0.93
GO,2019,Apreensão de Cocaína,11,0.93
GO,2019,Atendimento pré-hospitalar,11,0.93
GO,2019,Tráfico de drogas,11,0.93
GO,2019,Mandado de prisão cumprido,5,0.42
GO,2019,Pessoa Desaparecida,3,0.25
GO,2020,Feminicídio,123,10.35
GO,2020,Homicídio doloso,111,9.34
GO,2020,Roubo seguido de morte (latrocínio),102,8.59
GO,2020,Lesão corporal seguida de morte,96,8.08
GO,2020,Morte por intervenção de Agente do Estado,82,6.9
GO,2020,Tentativa de feminicídio,75,6.31
GO,2020,Morte no trânsito ou em decorrência dele (exceto homicídio doloso),71,5.98
GO,2020,Tentativa de homicídio,69,5.81
GO,2020,Suicídio de Agente do Estado,64,5.39
GO,2020,Suicídio,63,5.3
GO,2020,Mortes a esclarecer (sem indício de crime),57,4.8
GO,2020,Roubo a instituição financeira,32,2.69
GO,2020,Roubo de carga,25,2.1
GO,2020,Furto de veículo,24,2.02
GO,2020,Roubo de veículo,22,1.85
GO,2020,Arma de Fogo Apreendida,17,1.43
GO,2020,Morte de Agente do Estado,16,1.35
GO,2020,Pessoa Localizada,16,1.35
GO,2020,Busca e salvamento,14,1.18
GO,2020,Combate a incêndios,14,1.18
GO,2020,Estupro,14,1.18
GO,2020,Atendimento pré-hospitalar,11,0.93
GO,2020,Emissão de Alvarás de licença,11,0.93
GO,2020,Estupro de vulnerável,11,0.93
